City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
410,Ko Samui,TH,9.5357,99.9357,82.76,71,100,6.08
411,Vardo,NO,70.3705,31.1107,26.58,93,40,6.91
412,Kuito,AO,-12.3833,16.9333,73.22,60,100,3.13
413,Wote,KE,-1.7808,37.6288,73.76,63,100,9.44
414,Beaverlodge,CA,55.2166,-119.4361,-19.68,100,51,3.04
415,Makungu,TZ,-8.7333,35.2833,63.23,97,100,2.37
416,Robertsport,LR,6.7533,-11.3686,82.85,69,90,5.73
417,Naze,JP,28.3667,129.4833,58.33,72,100,18.86
418,Darhan,MN,49.4867,105.9228,-8.46,93,7,2.75
419,Turukhansk,RU,65.8167,87.9833,-2.4,99,100,5.55
420,Curup,ID,-3.4667,102.5333,68.2,98,100,1.68
421,Back Mountain,US,41.3359,-75.9963,33.33,64,68,10.87
422,Quatre Cocos,MU,-20.2078,57.7625,78.1,69,25,8.66
423,Mount Isa,AU,-20.7333,139.5,71.37,33,0,5.75
424,Alekseyevka,RU,50.6309,38.6903,26.85,55,100,12.17
425,College,US,64.8569,-147.8028,5.58,86,94,3.8
426,Chinsali,ZM,-10.5414,32.0816,66.87,86,100,3.36
427,Husavik,IS,66.0449,-17.3389,36.16,75,3,17.92
428,Aykhal,RU,66.0,111.5,-25.64,100,100,10.29
429,Sur,OM,22.5667,59.5289,76.23,47,32,2.44
430,Peniche,PT,39.3558,-9.3811,64.29,68,2,8.01
431,Lalibela,ET,12.0333,39.0333,69.49,22,16,5.97
432,Zaysan,KZ,47.4667,84.8667,8.71,95,100,2.26
433,Bitkine,TD,11.9801,18.2138,91.54,13,100,10.18
434,Haines Junction,CA,60.7522,-137.5108,8.46,85,100,1.63
435,Lucea,JM,18.451,-78.1736,82.85,69,52,19.93
436,Moyale,KE,3.5167,39.0584,80.91,36,94,15.46
437,Lumsden,CA,50.6501,-104.8678,12.0,95,100,5.01
438,Warah,PK,27.4481,67.7978,73.33,17,100,4.9
439,Makueni,KE,-1.8041,37.6203,72.72,62,100,9.6
440,Palmer,US,42.1584,-72.3287,37.62,47,20,14.97
441,Kahului,US,20.8947,-156.47,75.85,88,37,5.01
442,Batemans Bay,AU,-35.7167,150.1833,62.1,94,100,6.15
443,Alcobendas,ES,40.5475,-3.642,55.47,43,0,10.36
444,Port Moresby,PG,-9.4431,147.1797,78.73,83,99,2.39
445,Soligalich,RU,59.0778,42.2864,10.71,97,100,2.01
446,Tuljapur,IN,18.0,76.0833,73.2,35,0,6.02
447,Fairbanks,US,64.8378,-147.7164,7.21,84,100,5.75
448,Namibe,AO,-15.1961,12.1522,74.46,73,51,10.96
449,Pandan,PH,14.0453,124.1694,81.03,86,91,16.08
450,Dingle,PH,10.9995,122.6711,76.59,92,100,7.96
451,Sisimiut,GL,66.9395,-53.6735,6.69,90,65,10.8
452,Pafos,CY,34.7667,32.4167,66.94,61,1,3.04
453,Batagay-Alyta,RU,67.8006,130.4114,-11.49,96,100,8.34
454,Adrar,MR,20.5022,-10.0711,83.59,10,9,3.85
455,Garowe,SO,8.4054,48.4845,81.59,54,99,13.69
456,Olavarria,AR,-36.8927,-60.3225,71.4,55,74,14.83
457,Coahuayana,MX,18.7333,-103.6833,74.03,88,98,3.29
458,Lodja,CD,-3.4833,23.4333,74.71,92,100,3.56
459,Buchanan,LR,5.8808,-10.0467,83.84,67,59,7.47
460,Ojiya,JP,37.3,138.8,40.14,97,100,3.29
461,Lebu,CL,-37.6167,-73.65,58.77,52,0,15.79
462,Gazalkent,UZ,41.5581,69.7708,32.49,83,100,2.46
463,Parnarama,BR,-5.6817,-43.0933,83.77,75,85,2.64
464,Lukoyanov,RU,55.0277,44.4786,7.48,95,19,1.77
465,Te Anau,NZ,-45.4167,167.7167,40.89,88,82,1.36
466,Maceio,BR,-9.6658,-35.7353,85.44,70,75,13.8
467,Rawson,AR,-43.3002,-65.1023,75.63,24,0,14.81
468,Payo,ID,-3.7508,103.6372,72.99,97,100,1.95
469,Miraflores,MX,19.2167,-98.8083,54.25,72,99,4.03
470,Roebourne,AU,-20.7833,117.1333,85.23,42,0,13.49
471,Pacific Grove,US,36.6177,-121.9166,53.65,78,75,15.01
472,Chokwe,MZ,-24.5333,32.9833,86.34,38,16,9.46
473,Bukachacha,RU,52.9833,116.9167,-9.76,89,100,2.77
474,Adelaide,AU,-34.9333,138.6,65.41,70,0,10.36
475,Sulangan,PH,11.1373,123.7228,82.31,79,100,15.17
476,Rochester,US,43.1548,-77.6156,32.79,64,40,20.71
477,Marawi,PH,7.9986,124.2928,69.39,93,89,1.36
478,Pueblo Nuevo,MX,23.3833,-105.3833,52.5,45,29,6.49
479,Tamiahua,MX,21.2667,-97.45,65.75,90,93,10.71
480,Puerto El Triunfo,SV,13.2833,-88.55,77.29,73,80,3.83
481,Sehithwa,BW,-20.4667,22.7167,95.13,10,0,9.71
482,Tremedal,BR,-14.9758,-41.4108,83.52,62,100,3.27
483,Kavieng,PG,-2.5744,150.7967,82.13,73,76,4.07
484,Merauke,ID,-8.4667,140.3333,79.75,85,100,12.08
485,Pundaguitan,PH,6.3711,126.1689,81.28,80,100,12.73
486,Kolondieba,ML,11.0882,-6.8926,96.28,18,85,3.29
487,Bosaso,SO,11.2842,49.1816,79.63,72,31,12.1
488,Bondo,CD,3.8146,23.6866,82.78,63,99,4.07
489,Mackenzie,CA,55.2999,-123.1698,-21.6,98,7,0.94
490,Yaan,NG,7.3833,8.5667,96.39,14,79,6.4
491,Bambui,BR,-20.0064,-45.9769,81.61,58,49,4.63
492,Walvis Bay,NA,-22.9575,14.5053,65.08,63,31,23.53
493,Redmond,US,47.674,-122.1215,35.35,95,100,1.01
494,Trelew,AR,-43.249,-65.3051,80.13,13,0,14.56
495,Atotonilco El Grande,MX,20.2833,-98.6667,52.84,93,100,4.43
496,Kenora,CA,49.8167,-94.4337,8.78,84,100,8.01
497,Belmonte,BR,-15.8631,-38.8828,81.01,83,100,10.36
498,Avera,US,33.194,-82.5271,42.55,42,9,9.95
499,Kailua,US,21.4022,-157.7394,72.64,94,82,1.01
500,Aripuana,BR,-9.1667,-60.6333,88.03,59,56,2.95
501,Villa Carlos Paz,AR,-31.4241,-64.4978,78.06,38,100,8.01
502,Florida Ridge,US,27.5803,-80.3867,76.98,74,20,14.97
503,San Vicente,AR,-26.6167,-54.1333,86.25,39,2,3.56
504,Brandon,US,27.9378,-82.2859,67.19,81,76,11.99
505,Ferme-Neuve,CA,46.7001,-75.4493,26.55,87,100,14.29
506,Venado Tuerto,AR,-33.7456,-61.9688,69.76,50,72,13.11
507,Socorro,US,31.6546,-106.3033,48.88,67,40,6.91
508,Vao,NC,-22.6667,167.4833,78.3,87,99,14.12
509,Biharkeresztes,HU,47.1333,21.7167,41.07,81,0,1.14
510,Tenango,MX,18.65,-98.1833,65.35,60,7,6.17
511,Coronado,US,32.6859,-117.1831,56.23,73,100,5.75
512,Polis,CY,35.0367,32.4264,66.45,66,16,2.19
513,Pangnirtung,CA,66.1451,-65.7125,-8.12,66,99,7.34
514,Tarnos,FR,43.5417,-1.4628,50.81,90,100,3.44
515,Forbes,AU,-33.3833,148.0167,62.92,63,0,7.72
516,Adet,ET,11.2644,37.4888,67.59,40,83,4.25
517,Gap,FR,44.6667,6.0,37.83,54,14,3.36
518,Zhigansk,RU,66.7697,123.3711,-9.87,97,100,6.38
519,Pilot Butte,CA,50.4668,-104.4178,10.65,78,100,5.86
520,Nchelenge,ZM,-9.3451,28.734,74.25,73,100,4.99
521,Sikonge,TZ,-5.6333,32.7667,76.15,64,88,6.29
522,Oelde,DE,51.8167,8.15,41.4,93,42,8.86
523,Shelabolikha,RU,53.4131,82.6167,-2.69,94,11,5.35
524,Brockville,CA,44.5834,-75.6826,33.13,86,100,5.01
525,Ahuimanu,US,21.4447,-157.8378,72.36,92,20,4.61
526,Kitui,KE,-1.367,38.0106,71.35,72,99,9.53
527,Plainview,US,40.7765,-73.4673,39.78,50,75,13.8
528,Arlit,NE,18.7369,7.3853,83.88,12,100,3.22
529,Tolaga Bay,NZ,-38.3667,178.3,54.63,84,90,6.42
530,Hualmay,PE,-11.0964,-77.6139,70.11,76,7,7.63
531,Vostok,RU,46.4856,135.8833,-10.57,97,100,4.68
532,Asau,RO,46.4333,26.4,29.32,77,100,3.6
533,Manggar,ID,-2.8833,108.2667,79.5,82,100,2.95
534,Gat,IL,31.61,34.7642,71.4,40,0,9.04
535,Pangkalanbuun,ID,-2.6833,111.6167,75.0,95,100,1.9
536,Hami,CN,42.8,93.45,16.56,18,82,4.79
537,Udachnyy,RU,66.4167,112.4,-17.81,93,99,15.82
538,Innisfail,AU,-17.5333,146.0333,74.19,85,100,4.21
539,Novyy Urgal,RU,51.0736,132.5642,-21.39,97,18,1.88
540,Gamba,GA,-2.65,10.0,83.05,72,100,7.36
541,Dabakala,CI,8.3667,-4.4333,92.98,36,100,5.55
542,Ramjibanpur,IN,22.8333,87.6167,71.46,37,5,7.18
543,Cabra,ES,37.4725,-4.4421,59.83,35,100,3.36
544,Nanae,JP,41.8833,140.6833,26.83,89,100,12.08
545,Noumea,NC,-22.2763,166.4572,82.0,99,100,4.9
546,Kashi,CN,39.4547,75.9797,27.1,20,94,2.64
547,Jiaocheng,CN,24.6774,116.1389,43.97,86,100,4.59
548,Kautokeino,NO,69.0125,23.0412,22.53,96,100,1.39
549,Santiago De Cao,PE,-7.9589,-79.2392,64.53,94,100,4.61
550,Kisangani,CD,0.5167,25.2,81.05,68,99,2.8
551,Tartu,EE,58.3806,26.7251,21.31,82,0,6.91
552,Mokobeng,BW,-22.9965,27.6678,89.64,23,8,7.47
553,Linxia,CN,35.6003,103.2064,25.29,33,0,3.13
554,Drolshagen,DE,51.0167,7.7667,39.72,85,99,6.4
555,Samut Songkhram,TH,13.4,99.9583,75.9,85,99,5.17
556,Pontes E Lacerda,BR,-15.2261,-59.3353,81.86,66,83,4.65
557,Tibu,CO,8.639,-72.7358,76.69,92,28,1.43
558,Oktyabrskiy,RU,54.4815,53.471,14.23,98,91,2.82
559,Livingstonia,MW,-10.606,34.1063,65.79,78,86,3.71
560,Cattolica,IT,43.9575,12.7376,49.91,73,75,10.36
561,Willowmore,ZA,-33.2926,23.4895,96.93,11,60,19.98
562,Tomatlan,MX,19.9333,-105.25,71.02,82,9,2.95
563,Valle Hermoso,MX,25.6667,-97.8333,53.49,67,100,11.77
564,Katima Mulilo,NA,-17.5,24.2667,92.97,14,0,9.01
565,Panzhihua,CN,26.5851,101.7128,57.99,69,0,1.68
566,Yulara,AU,-25.2406,130.9889,80.17,16,2,5.66
567,Povenets,RU,62.8487,34.8262,19.29,95,100,0.94
568,Salinopolis,BR,-0.6136,-47.3561,84.25,69,85,11.32
569,Ambilobe,MG,-13.2,49.05,79.72,73,81,6.55
570,Geraldton,AU,-28.7667,114.6,64.81,72,75,8.05
571,Port-Cartier,CA,50.0334,-66.8654,35.82,79,64,16.35
572,Tarakan,ID,3.3,117.6333,81.48,74,99,6.33
573,Mvuma,ZW,-19.2792,30.5283,76.51,28,0,9.93
574,Uni,RU,57.7535,51.4923,3.61,98,65,4.79
575,San Luis,AR,-33.295,-66.3356,76.17,29,61,12.19
576,Mount Gambier,AU,-37.8333,140.7667,49.05,94,9,6.13
577,La Baule-Escoublac,FR,47.2922,-2.364,43.72,84,75,11.5
578,Brownsville,US,25.9018,-97.4975,57.15,94,100,10.36
579,Payakumbuh,ID,-0.2202,100.6308,70.93,98,100,2.06
580,Tura,IN,25.5198,90.2201,63.48,90,0,3.67
581,Takoradi,GH,4.8845,-1.7554,84.76,66,100,8.32
582,The Valley,AI,18.217,-63.0578,84.06,65,20,10.36
583,Okulovka,RU,58.4008,33.2908,11.61,93,14,3.87
584,Kampot,KH,10.6167,104.1833,78.85,85,100,4.52
585,Tahta,EG,26.7693,31.5021,75.97,21,0,9.42
586,Qaqortoq,GL,60.7167,-46.0333,18.28,72,4,8.3
587,Rock Springs,US,41.5875,-109.2029,29.64,59,0,18.41
588,Coaldale,CA,49.7167,-112.6185,0.21,85,100,9.22
589,Elliot Lake,CA,46.3834,-82.6331,24.94,67,45,12.15
590,Pierre,US,44.3683,-100.351,27.86,67,0,6.91
591,Kaduqli,SD,11.0167,29.7167,95.36,15,69,16.55
592,Lososina,RU,48.9975,140.3106,0.93,65,7,17.16
593,San Jeronimo,PE,-11.9472,-75.2829,57.18,38,8,1.36
594,Mbanza-Ngungu,CD,-5.25,14.8667,78.62,73,76,3.8
595,Carlyle,US,38.6103,-89.3726,25.09,79,100,1.99
596,Thaba-Tseka,LS,-29.522,28.6084,72.05,32,100,11.79
597,Chicama,PE,-7.8447,-79.1469,63.14,67,24,4.56
598,Dahod,IN,22.8333,74.2667,71.37,34,0,3.0
599,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,72,75,4.61
600,Mugur-Aksy,RU,50.35,90.5,-8.19,49,2,6.73
601,Chervonohryhorivka,UA,47.623,34.5389,37.54,54,100,17.38
602,Bhimunipatnam,IN,17.8833,83.4333,80.11,83,1,7.65
603,Shahrud,IR,36.4182,54.9763,44.42,78,94,9.37
604,Princesa Isabel,BR,-7.7367,-37.9933,78.22,59,80,8.08
605,Dharchula,IN,29.85,80.5333,55.74,37,2,6.38
606,Rossano,IT,39.5751,16.6349,55.13,81,73,2.1
607,Pocone,BR,-16.2567,-56.6228,95.83,32,54,5.84
608,Fethiye,TR,36.6217,29.1164,55.27,75,100,7.05
609,Shetpe,KZ,44.1667,52.1167,26.58,32,0,8.95
610,Yabelo,ET,4.8833,38.0833,75.94,23,91,17.34
611,Teguldet,RU,57.3064,88.1667,1.42,97,100,4.03
612,Lerwick,GB,60.1545,-1.1494,48.2,90,100,26.87
613,Honningsvag,NO,70.9821,25.9704,37.15,81,100,9.22
614,Vasudevanallur,IN,9.2333,77.4167,78.8,77,100,3.74
615,Vanimo,PG,-2.6741,141.3028,77.52,88,100,7.74
616,Lima,PE,-12.0432,-77.0282,68.25,78,0,4.61
617,Lavrentiya,RU,65.5833,-171.0,24.15,93,100,8.28
618,Itarema,BR,-2.9248,-39.9167,85.33,59,68,16.2
619,Quimper,FR,48.0,-4.1,50.58,66,0,10.36
620,Saumur,FR,47.3333,-0.25,47.89,78,5,12.33
621,Sun City West,US,33.662,-112.3413,56.55,70,0,0.0
622,Zyryanka,RU,65.75,150.85,-26.91,100,97,7.36
623,San Patricio,US,28.017,-97.5169,53.44,73,0,11.77
624,Lyubech,UA,51.7026,30.6569,23.49,83,91,6.76
625,Tual,ID,-5.6667,132.75,79.61,77,100,6.87
626,Auki,SB,-8.7676,160.7034,78.04,85,100,4.56
627,Sabang,ID,5.8933,95.3214,81.54,75,98,7.23
628,Padang,ID,-0.9492,100.3543,75.25,89,100,3.89
629,Urucui,BR,-7.2294,-44.5561,81.75,74,96,7.18
630,Nizhniy Baskunchak,RU,48.2198,46.8311,26.83,52,7,9.15
631,Umm Lajj,SA,25.0213,37.2685,78.67,48,5,10.76
632,Arvika,SE,59.6553,12.5852,34.41,94,96,2.53
633,Axim,GH,4.8699,-2.2405,83.93,69,90,6.71
634,Koumra,TD,8.9126,17.5539,94.86,15,100,5.37
635,Bijawar,IN,24.6333,79.5,62.94,37,0,2.77
636,Salvador,SV,13.8333,-88.9167,72.0,82,96,3.24
637,Iquitos,PE,-3.7481,-73.2472,86.04,84,0,12.66
638,Ardesen,TR,41.1911,40.9875,60.1,73,18,0.25
639,Faya,SA,18.3851,42.4509,63.12,52,19,4.0
640,Wajir,KE,1.7471,40.0573,92.88,29,100,10.85
641,Santa Rosa,PH,14.3122,121.1114,80.58,95,100,13.38
642,Bartow,US,27.8964,-81.8431,66.16,79,100,14.97
643,Beira,MZ,-19.8436,34.8389,79.86,65,100,12.5
644,Rio Grande,BR,-32.035,-52.0986,84.31,79,73,10.54
645,Pedana,IN,16.2667,81.1667,80.78,80,13,9.75
646,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,71.49,90,100,4.0
647,Champoton,MX,19.35,-90.7167,74.59,89,11,7.81
648,Staunton,US,38.1496,-79.0717,35.51,52,0,6.91
649,Aban,RU,56.67,96.06,-3.8,98,100,5.39
650,Kargasok,RU,59.0556,80.8572,-9.44,92,40,7.52
651,Moree,AU,-29.4667,149.85,63.3,52,0,6.04
652,Wilmington,US,34.2257,-77.9447,46.31,47,0,11.5
653,Boa Vista,BR,2.8197,-60.6733,84.18,54,20,18.41
654,San Lorenzo,PY,-25.3333,-57.5333,86.94,55,40,4.61
655,Shu,KZ,43.5983,73.7614,28.13,73,7,2.28
656,Denpasar,ID,-8.65,115.2167,76.71,88,20,1.14
657,Bud,US,39.447,-86.1758,24.75,73,10,4.16
658,Rafai,CF,4.95,23.9167,86.45,46,99,4.05
659,Caxito,AO,-8.5785,13.6643,92.08,45,46,10.31
660,Inhambane,MZ,-23.865,35.3833,80.58,69,40,9.22
661,La Sarre,CA,48.8002,-79.1996,18.19,82,100,20.33
662,Sillamae,EE,59.3997,27.7547,25.43,80,100,7.94
663,Baldeo,IN,27.4167,77.8167,66.88,37,0,2.19
664,Yichang,CN,30.7144,111.2847,38.05,65,100,2.28
665,Caravelas,BR,-17.7125,-39.2481,83.88,67,100,6.98
666,Mogilno,PL,52.6581,17.9558,36.19,90,99,6.64
667,Karibib,NA,-21.9333,15.8333,95.79,16,90,10.74
668,Mao,ES,39.8885,4.2658,57.76,58,20,9.22
669,Algiers,DZ,36.7525,3.042,64.22,48,40,9.22
670,Vaitape,PF,-16.5167,-151.75,79.39,79,77,13.38
671,San Joaquin,US,37.9333,-121.3011,55.49,68,100,10.36
672,Sioux Lookout,CA,50.1001,-91.917,7.03,89,100,3.27
673,Oyama,JP,36.3,139.8,51.58,75,100,1.39
674,Kaabong,UG,3.4836,34.1492,76.59,37,100,17.98
675,Zlitan,LY,32.4674,14.5687,65.93,48,76,8.08
676,Helena,US,46.5927,-112.0361,29.39,64,100,8.05
677,Tucuman,AR,-26.8241,-65.2226,69.8,73,75,4.61
678,Bomet,KE,-0.7813,35.3416,64.26,68,100,6.22
679,Celarevo,RS,45.2694,19.5253,40.95,60,100,6.85
680,Odesskoye,RU,54.2111,72.9651,-1.82,87,17,8.41
681,Thoen,TH,17.6129,99.2161,73.72,94,100,1.14
682,Ketchikan,US,55.3422,-131.6461,18.07,67,0,3.44
683,Paita,PE,-5.0892,-81.1144,70.61,73,70,8.99
684,Olinda,BR,-8.0089,-34.8553,76.73,78,40,12.66
685,Nuuk,GL,64.1835,-51.7216,20.01,68,20,25.32
686,Havoysund,NO,70.9963,24.6622,37.63,90,100,8.37
